CompanyID,CompanyName,Year,Total_CO2_Emissions_Tons,CarbonOffsets_Tons,RenewableEnergyUsage_MWh,Afforestation_Acres,Investment_Green_Technologies,CoalProduced_Tons,Net_CO2_Emissions_Tons,Emission_Intensity,Green_Investment_Ratio,RenewableEnergy_Intensity,Emission_Intensity_Difference,Green_Investment_Ratio_Difference,RenewableEnergy_Intensity_Difference,Score,Rank
cmp0001,company_1,2014,1961282,1642605,261061,1669,76384682,392620,318677,0.811667770363201,0.02567637841314833,0.6649202791503235,0.36695170445667,0.31955228792809554,0.29792634801227436,83.92621123989939,1548.0
cmp0001,company_1,2015,7487825,472225,30081,186,29497003,1091386,7015600,6.428156490920719,0.25385036574732694,0.027562200724583236,0.36695170445667,0.31955228792809554,0.29792634801227436,11.345094939748204,133.0
cmp0001,company_1,2016,9427113,1845297,342663,2914,65330566,460441,7581816,16.466422408082686,0.14429865799723823,0.7442060980668533,0.36695170445667,0.31955228792809554,0.29792634801227436,150.89442590897775,2897.0
cmp0001,company_1,2017,5940026,207323,308666,3810,50093874,1765052,5732703,3.247894679590176,0.11857789237861699,0.1748764342353653,0.36695170445667,0.31955228792809554,0.29792634801227436,191.61371561938276,3713.0
cmp0001,company_1,2018,8655346,1853071,31939,3731,58895158,199609,6802275,34.07799748508334,0.1469619285171117,0.1600078152788702,0.36695170445667,0.31955228792809554,0.29792634801227436,196.91119193904635,3836.0
cmp0001,company_1,2019,6493647,1851090,443520,1653,63012260,1780398,4642557,2.6075950433554747,0.1030537073261616,0.24911283881469198,0.36695170445667,0.31955228792809554,0.29792634801227436,83.5856968001756,1540.0
cmp0001,company_1,2020,5967861,1144374,39061,2902,73988394,935216,4823487,5.157618133137158,0.08065942071941716,0.041766821782347606,0.36695170445667,0.31955228792809554,0.29792634801227436,146.7581148093733,2804.0
cmp0001,company_1,2021,4528727,769993,460099,394,96853454,710610,3758734,5.2894470947495815,0.046758549261443995,0.6474704831060638,0.36695170445667,0.31955228792809554,0.29792634801227436,21.517109186548865,322.0
cmp0001,company_1,2022,2847942,389812,433099,3319,48695488,1476953,2458130,1.664325134245978,0.05848472039134303,0.29323817345575653,0.36695170445667,0.31955228792809554,0.29792634801227436,166.60931244502424,3217.0
cmp0001,company_1,2023,9899007,1182720,372616,3007,60613147,1662694,8716287,5.242267669216344,0.16331451986810716,0.22410377375512272,0.36695170445667,0.31955228792809554,0.29792634801227436,152.07410981554904,2916.0
cmp0002,company_2,2014,1864282,1900257,253040,2834,61650310,1237019,-35975,-0.02908201086644587,0.030239620855110054,0.20455627601516227,0.30353846308791843,0.2195101017209774,0.1587406474017822,141.80187755420692,2705.0
cmp0002,company_2,2015,8382247,975004,495487,1161,3021985,107413,7407243,68.9603958552503,2.773755329692239,4.612914637892993,0.30353846308791843,0.2195101017209774,0.1587406474017822,79.86756837185938,1466.0
cmp0002,company_2,2016,5920705,881756,386755,1299,44296087,1795062,5038949,2.8071169686618065,0.1336620320435979,0.21545495364505515,0.30353846308791843,0.2195101017209774,0.1587406474017822,65.9100881041508,1200.0
cmp0002,company_2,2017,5066511,1864479,166557,674,95230934,1293288,3202032,2.4758847217325144,0.05320236594550254,0.1287856997049381,0.30353846308791843,0.2195101017209774,0.1587406474017822,34.53936159597909,584.0
cmp0002,company_2,2018,7651512,160683,111580,2220,50096876,1869445,7490829,4.006980146514072,0.1527343142115289,0.059686163540516035,0.30353846308791843,0.2195101017209774,0.1587406474017822,112.28984691359396,2102.0
cmp0002,company_2,2019,4062009,1753684,225980,1338,28203761,751424,2308325,3.071934087811941,0.144023664077993,0.3007356698747977,0.30353846308791843,0.2195101017209774,0.1587406474017822,67.95710746474352,1240.0
cmp0002,company_2,2020,8255726,721543,173083,4315,33135327,1962342,7534183,3.8393832471607907,0.24915178896529375,0.08820226036032455,0.30353846308791843,0.2195101017209774,0.1587406474017822,217.00009193688965,4278.0
cmp0002,company_2,2021,740684,606913,131999,3472,28794157,1925268,133771,0.06948175526731863,0.025723413260544493,0.0685613639243991,0.30353846308791843,0.2195101017209774,0.1587406474017822,173.7040218912492,3362.0
cmp0002,company_2,2022,7972988,1797681,154993,4942,62295964,1906291,6175307,3.239435637056462,0.12798562680561457,0.08130605453207301,0.30353846308791843,0.2195101017209774,0.1587406474017822,248.16267010458472,4909.0
cmp0002,company_2,2023,5396347,1657809,468739,1196,86465843,1201741,3738538,3.1109348853039047,0.06241015888782811,0.3900499358846873,0.30353846308791843,0.2195101017209774,0.1587406474017822,60.88258988193357,1092.0
cmp0003,company_3,2014,6964268,266877,393513,1414,97087297,1288543,6697391,5.197646489096599,0.07173202071945622,0.3053937664478407,0.4216901116994874,0.34434125569242935,0.2696630756655107,72.42752874536026,1325.0
cmp0003,company_3,2015,9424869,687562,15773,712,26724504,807115,8737307,10.82535574236633,0.35266768655463165,0.019542444385248693,0.4216901116994874,0.34434125569242935,0.2696630756655107,38.97271804022042,669.0
cmp0003,company_3,2016,2508111,682467,472328,2605,98000105,671653,1825644,2.718135704001918,0.02559294196674585,0.7032321749474804,0.4216901116994874,0.34434125569242935,0.2696630756655107,131.31093623759415,2487.0
cmp0003,company_3,2017,3100008,821948,200388,4494,24986298,1121366,2278060,2.031504432986197,0.12406831936447728,0.17869990707761785,0.4216901116994874,0.34434125569242935,0.2696630756655107,225.45496417158537,4449.0
cmp0003,company_3,2018,8276509,605970,376933,3514,74947404,1363066,7670539,5.6274156937375,0.11043089631229923,0.2765331979522635,0.4216901116994874,0.34434125569242935,0.2696630756655107,177.55262233683308,3445.0
cmp0003,company_3,2019,7087559,914331,158194,4118,79567446,469430,6173228,13.150476109324075,0.08907611537512465,0.33699167074963254,0.4216901116994874,0.34434125569242935,0.2696630756655107,210.02056441702166,4130.0
cmp0003,company_3,2020,5550541,1448450,167614,2228,64417775,588384,4102091,6.971792230924023,0.08616474257299325,0.2848717844129004,0.4216901116994874,0.34434125569242935,0.2696630756655107,113.65638970759419,2134.0
cmp0003,company_3,2021,8790594,1887647,465506,2766,22141021,1396857,6902947,4.941770703801462,0.3970274902860171,0.33325243743633026,0.4216901116994874,0.34434125569242935,0.2696630756655107,139.97260251744777,2666.0
cmp0003,company_3,2022,8284262,1585375,128868,2581,65648883,739920,6698887,9.053528759865932,0.1261904486630793,0.1741647745702238,0.4216901116994874,0.34434125569242935,0.2696630756655107,131.91077054961272,2497.0
cmp0003,company_3,2023,150378,509398,272294,1447,4238292,1134125,-359020,-0.3165612256144605,0.035480802172195784,0.24009170065028104,0.4216901116994874,0.34434125569242935,0.2696630756655107,72.40839345686008,1324.0
cmp0004,company_4,2014,1158552,1509410,241699,3977,38580799,231268,-350858,-1.5171056955566702,0.030029238119200174,1.0451035162668418,0.48795382490008554,0.35673381620941735,0.2208894996297886,198.71194817056627,3876.0
cmp0004,company_4,2015,941767,257499,353942,1498,60376524,1141675,684268,0.5993544572667353,0.015598231524557459,0.3100199268618477,0.48795382490008554,0.35673381620941735,0.2208894996297886,75.24914794820255,1368.0
cmp0004,company_4,2016,7983886,795957,139844,4244,73239546,1909080,7187929,3.765127181679133,0.10901058835072516,0.07325203763069123,0.48795382490008554,0.35673381620941735,0.2208894996297886,213.45619680552136,4208.0
cmp0004,company_4,2017,4148565,976638,345915,631,85854468,1034335,3171927,3.066634117573127,0.048320898103986855,0.3344322680756235,0.48795382490008554,0.35673381620941735,0.2208894996297886,32.645850447866195,549.0
cmp0004,company_4,2018,8747904,1901077,432777,3594,92336854,180525,6846827,37.9273064672483,0.0947390302034765,2.397324470294973,0.48795382490008554,0.35673381620941735,0.2208894996297886,191.6689514998176,3717.0
cmp0004,company_4,2019,7092484,185875,320439,4138,69761041,873964,6906609,7.902624135547917,0.10166826495608057,0.36665011373466183,0.48795382490008554,0.35673381620941735,0.2208894996297886,209.45575839073305,4117.0
cmp0004,company_4,2020,2002499,51290,171308,2802,60585744,1623483,1951209,1.20186598812553,0.033052313428716826,0.10551881356318484,0.48795382490008554,0.35673381620941735,0.2208894996297886,140.58987388889565,2677.0
cmp0004,company_4,2021,6485535,1142565,132818,2260,94870577,1407417,5342970,3.7962949147267655,0.06836192215843696,0.0943700410041942,0.48795382490008554,0.35673381620941735,0.2208894996297886,114.26773829280071,2145.0
cmp0004,company_4,2022,8790199,997125,484843,2267,62290705,779877,7793074,9.99269628415763,0.14111574110455163,0.6216916257307242,0.48795382490008554,0.35673381620941735,0.2208894996297886,116.5857607115226,2191.0
cmp0004,company_4,2023,9588590,951229,195852,4085,30537520,540037,8637361,15.994017076607713,0.31399373623005405,0.36266403968616967,0.48795382490008554,0.35673381620941735,0.2208894996297886,209.242995331805,4113.0
cmp0005,company_5,2014,8758360,648401,86252,3208,24243634,1822082,8109959,4.4509297605706,0.361264322007171,0.047337057278432036,0.472475286696778,0.2557748975779901,0.2605504491247448,161.8616896190672,3124.0
cmp0005,company_5,2015,2834174,1258279,2876,2881,1642659,1359054,1575895,1.1595528948812923,1.7253574844200774,0.002116177870783648,0.472475286696778,0.2557748975779901,0.2605504491247448,144.58343704159952,2760.0
cmp0005,company_5,2016,5452438,1184627,268165,4636,89245796,1022680,4267811,4.173163648453084,0.06109462007599775,0.26221789807173307,0.472475286696778,0.2557748975779901,0.2605504491247448,233.20632746849404,4605.0
cmp0005,company_5,2017,4710732,75159,414610,3236,38681271,859989,4635573,5.390270108106034,0.12178327852774021,0.48211081769650543,0.472475286696778,0.2557748975779901,0.2605504491247448,163.61847242323745,3163.0
cmp0005,company_5,2018,9816111,492851,439888,4540,10841327,1837465,9323260,5.073979640428525,0.9054344546567039,0.23939938992035223,0.472475286696778,0.2557748975779901,0.2605504491247448,228.71422555618543,4515.0
cmp0005,company_5,2019,6324546,223394,16089,744,69433965,1178939,6101152,5.175121019832239,0.09108720782400948,0.013647016512304709,0.472475286696778,0.2557748975779901,0.2605504491247448,38.85870013298329,668.0
cmp0005,company_5,2020,4409203,1029561,317236,812,80664360,988619,3379642,3.4185485004840084,0.054661104358851915,0.3208880266310884,0.472475286696778,0.2557748975779901,0.2605504491247448,41.791355274029314,716.0
cmp0005,company_5,2021,7953890,1319251,134254,4493,28826173,1541973,6634639,4.3026946645628685,0.27592597879711606,0.0870663753515788,0.472475286696778,0.2557748975779901,0.2605504491247448,226.070898036719,4462.0
cmp0005,company_5,2022,8299118,559625,22723,874,40975743,769414,7739493,10.058944859334506,0.20253734020149433,0.02953286527149233,0.472475286696778,0.2557748975779901,0.2605504491247448,46.83259696120468,818.0
cmp0005,company_5,2023,4366167,1244654,275956,2048,56067238,1582726,3121513,1.9722384038677572,0.07787376649443656,0.174354878860902,0.472475286696778,0.2557748975779901,0.2605504491247448,103.12931624859719,1932.0
cmp0006,company_6,2014,6434298,1040938,98029,3951,82456926,1600400,5393360,3.3700074981254686,0.07803223224693095,0.061252811797050735,0.42611095430727053,0.3127572981606368,0.2740950771299544,198.6784507563692,3874.0
cmp0006,company_6,2015,6558124,878873,424516,1263,61860816,379532,5679251,14.963826502113129,0.10601418513457696,1.1185249201648346,0.42611095430727053,0.3127572981606368,0.2740950771299544,67.96944997688342,1241.0
cmp0006,company_6,2016,6479838,1205684,317217,1467,85139338,622261,5274154,8.475790705186409,0.07610862560383075,0.509781265417566,0.42611095430727053,0.3127572981606368,0.2740950771299544,76.09979522887942,1395.0
cmp0006,company_6,2017,1648922,1359359,488220,4274,64490704,674135,289563,0.42953266037218063,0.025568367186687868,0.7242169595110771,0.42611095430727053,0.3127572981606368,0.2740950771299544,214.07627794133302,4220.0
cmp0006,company_6,2018,8376286,762077,301506,3413,27956157,439324,7614209,17.33164816854986,0.29962222633103686,0.6862953082463057,0.42611095430727053,0.3127572981606368,0.2740950771299544,176.10303095649056,3410.0
cmp0006,company_6,2019,1133203,1223304,181701,861,11201962,980325,-90101,-0.09190931578813148,0.10116111802557445,0.18534771631856783,0.42611095430727053,0.3127572981606368,0.2740950771299544,43.165851137388344,742.0
cmp0006,company_6,2020,9234480,983688,45888,3132,67813494,1170863,8250792,7.04676123508899,0.1361746675374078,0.03919160482481725,0.42611095430727053,0.3127572981606368,0.2740950771299544,158.82997175782833,3067.0
cmp0006,company_6,2021,229639,1851184,241626,926,50723500,407505,-1621545,-3.9792027091692126,0.004527270397350341,0.592939963926823,0.42611095430727053,0.3127572981606368,0.2740950771299544,45.32634987651426,793.0
cmp0006,company_6,2022,7852793,1206628,129346,505,58211164,326994,6646165,20.32503654501306,0.13490183772995848,0.39556077481544005,0.42611095430727053,0.3127572981606368,0.2740950771299544,31.53466454331329,528.0
cmp0006,company_6,2023,1620854,1451781,160785,162,61324788,459517,169073,0.3679363331498073,0.0264306498703265,0.34990000369953667,0.42611095430727053,0.3127572981606368,0.2740950771299544,8.382978766138152,81.0
cmp0007,company_7,2014,8393402,815270,410404,2753,53192817,221590,7578132,34.19888984159935,0.1577920191743182,1.8520871880500023,0.34335535823685776,0.23131879141296474,0.18147397249947123,148.36358880326347,2838.0
cmp0007,company_7,2015,1155410,817252,86860,244,14740529,1381382,338158,0.24479687733009406,0.07838321134879217,0.06287905879763889,0.34335535823685776,0.23131879141296474,0.18147397249947123,12.365548847740927,160.0
cmp0007,company_7,2016,5768581,866825,66199,3379,2222831,281868,4901756,17.390253593880825,2.5951505085181914,0.23485816055742403,0.34335535823685776,0.23131879141296474,0.18147397249947123,174.4194200479166,3375.0
cmp0007,company_7,2017,4794219,208093,493535,1873,90919861,1050999,4586126,4.363587405887161,0.052730162004977106,0.4695865552678927,0.34335535823685776,0.23131879141296474,0.18147397249947123,95.13124485313492,1759.0
cmp0007,company_7,2018,2234951,290399,387358,2965,24806951,1847019,1944552,1.0528056289621277,0.09009374025852673,0.2097206363334649,0.34335535823685776,0.23131879141296474,0.18147397249947123,148.6879053151832,2849.0
cmp0007,company_7,2019,3845511,1176681,489377,4941,3898636,479240,2668830,5.568879893164176,0.9863734393259591,1.0211522410483265,0.34335535823685776,0.23131879141296474,0.18147397249947123,249.04982790034015,4937.0
